Unnamed: 0,Item_id,Amount,Currency,Location,Category,Area,Number_of_rooms,Frontage,Mortgage,Condition,Land_area,Current_floor,Total_floors
314,4480231,324717,AZN,"['Sabunçu r.', 'Nardaran q.']",Yeni tikili,63.6 m²,2.0,0,1,1,0,1.0,4.0
319,5009966,168000,AZN,"['Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,61 m²,2.0,1,0,1,0,4.0,17.0
320,5193663,350000,AZN,"['Səməd Vurğun parkı', '28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,111 m²,3.0,1,0,1,0,8.0,17.0
321,4884657,245000,AZN,"['Zərifə Əliyeva adına park', 'Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Yeni tikili,90 m²,3.0,1,1,1,0,8.0,17.0
325,5183856,600,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,125 m²,3.0,0,0,1,0,12.0,12.0
326,4588698,295000,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Nəsimi r.']",Yeni tikili,124.6 m²,3.0,1,0,0,0,6.0,17.0
327,5187294,150000,AZN,"['Qara Qarayev m.', 'Koroğlu m.', 'Nizami r.']",Yeni tikili,51 m²,2.0,1,1,1,0,5.0,18.0
328,5189924,295000,AZN,"['Bayıl parkı', 'Səbail r.', 'Bayıl q.']",Yeni tikili,257 m²,5.0,1,1,0,0,2.0,5.0
329,5166929,510000,AZN,"['Nəsimi bazarı', 'ASAN Xidmət №1', 'Park Zorge', 'Nəsimi r.']",Yeni tikili,130 m²,4.0,1,1,1,0,8.0,16.0
330,5182541,490000,AZN,"['Nəsimi r.', 'Tibb Universiteti']",Yeni tikili,162 m²,4.0,1,0,1,0,7.0,17.0
